"#AUTHID,""TEXT"",""cEXT"",""cNEU"",""cAGR"",""cCON"",""cOPN""";
"1997_504851.txt,""Well, right now I just woke up from a mid-day nap. It's sort of weird, but ever since I moved to Texas, I have had problems concentrating on things. I remember starting my homework in  10th grade as soon as the clock struck 4 and not stopping until it was done. Of course it was easier, but I still did it. But when I moved here, the homework got a little more challenging and there was a lot more busy work, and so I decided not to spend hours doing it, and just getting by. But the thing was that I always paid attention in class and just plain out knew the stuff, and now that I look back, if I had really worked hard and stayed on track the last two years without getting  lazy, I would have been a genius, but hey, that's all good. It's too late to correct the past, but I don't really know how to stay focused n the future. The one thing I know is that when  people say that b/c they live on campus they can't concentrate, it's b. s. For me it would be easier there, but alas, I'm living at home under the watchful eye of my parents and a little nagging sister that just nags and nags and nags. You get my point. Another thing is, is that it's just a hassle to have to go all the way back to  school to just to go to library to study. I need to move out, but I don't know how to tell them. Don't get me wrong, I see where they're coming from and why they don't  want me to move out, but I need to get away and be on my own. They've sheltered me so much and I don't have a worry in the world. The only thing that they ask me to do is keep my room clean and help out with the business once in a while, but I can't even do that. But I need to. But I got enough money from UT to live at a dorm or apartment  next semester and I think I’ll take advantage of that. But off that topic now, I went to sixth street last night and had a blast. I haven't been there in so long. Now I know why I love Austin so much. When I lived in VA, I used to go up to DC all the time and had a blast, but here, there are so many students running around at night. I just want to have some fun and I know that I am responsible enough to be able to  have fun, but keep my priorities straight. Living at home, I can't go out at all without them asking where? with who?  why?  when are you coming back?  and all those  questions. I just wish I could be treated like a responsible person for once, but  my sister screwed that up for me. She went crazy the second she moved into college and messed up her whole college career by partying too much. And that's the ultimate reason that they don't want me to go and have fun. But I'm not little anymore,  and they need to let me go and explore the world, but I’m Indian";" with Indian culture, with Indian values. They go against """"having fun. """"  I mean in the sense of meeting people or going out with people or partying or just plain having fun. My school is difficult already, but somehow I think that having more freedom will put more pressure on me to  do better in school b/c that's what my parents and ultimately I expect of myself. Well it's been fun writing, I don't know if you go anything out of this writing, but it helped me get some of my thoughts into order. So I hope you had fun reading it and good luck TA's.    "",""n"",""y"",""y"",""n"",""y"""
"1997_605191.txt,""Well, here we go with the stream of consciousness essay. I used to do things like this in high school sometimes. They were pretty interesting, but I often find myself with a lack of things to say. I normally consider myself someone who gets straight to the point. I wonder if I should hit enter any time to send this back to the front. Maybe I'll fix it later. My friend is playing guitar in my room now. Sort of playing anyway. More like messing with it. He's still learning. There's a drawing on the wall next to me. Comic book characters I think, but I'm not sure who they are. It's been a while since I've kept up with comic's. I just heard a sound from ICQ. That's a chat program on the internet. I don't know too much about it so I can't really explain too well. Anyway, I hope I'm done with this by the time another friend comes over. It will be nice to talk to her again. She went home this weekend for Labor Day. So did my brother. I didn't go. I'm not sure why. No reason to go, I guess. Hmm. when did I start this. Wow, that was a long line. I guess I won't change it later. Okay, I'm running out of things to talk about. I've found that happens to me a lot in conversation. Not a very interesting person, I guess. Well, I don't know. It's something I'm working on. I'm in a class now that might help. The phone just rang. Should I get it?  The guy playing the guitar answered it for me. It's for my roommate. My suitemate just came in and started reading this. I'm uncomfortable with that. He's in the bathroom now. You know, this is a really boring piece of literature. I never realized how dull most everyday thoughts are. Then again, when you keep your mind constantly moving like this, there isn't really time to stop and think deeply about things. I wonder how long this is going to be. I think it's been about ten minutes now. Only my second line. How sad. Well, not really considering how long these lines are. Anyway, I wonder what I'm going to do the rest of the night. I guess there's always homework to do. I guess we'll see. This seat is uncomfortable. My back sort of hurts. I think I'm going to have arthritis when I get older. I always thought that I wouldn't like to grow old. Not too old, I suppose. I've always been a very active person. I have a fear of growing old, I think. I guess it'll go away as I age gradually. I don't know how well I'd deal with paralysis from an accident though. As long as I have God and my friends around, I'll be okay though. I'm pretty thirsty right now. There isn't much to drink around my room. Ultimate Frisbee, I haven't played that all summer. Fun game, but tiring. I'm out of shape. I'd like to get in better shape, but I hate running. It's too dull for me. Hmmm. it's almost over now. Just a few more minutes. Let's see if I make it to the next line. Short reachable goals!  Whatever. Anyway, what else do I have to do tonight. I guess I could read some. My shirt smells like dinner. It's pretty disgusting. I need to wake up for a 9:30 am class tomorrow. I remember when that wasn't early at all. Well, I made it to the next line. I'm so proud of myself. That's sarcasm, by the way. I wonder if I was suppose to right this thing as a narrative. Oh well too late now. Time for me to head out. Until next time, good bye and good luck. I don't know. "",""n"",""n"",""y"",""n"",""n""";
"1997_687252.txt,""An open keyboard and buttons to push. The thing finally worked and I need not use periods, commas and all those thinks. Double space after a period. We can't help it. I put spaces between my words and I do my happy little assignment of jibber-jabber. Babble babble babble for 20 relaxing minutes and I feel silly and grammatically incorrect. I am linked to an unknown reader. A graduate student with an absurd job. I type. I jabber and I think about dinoflagellates. About sunflower crosses and about the fiberglass that has be added to my lips via clove cigarettes and I think about things that I shouldn't be thinking. I know I shouldn't be thinking. or writing let's say/  So I don't. Thoughts don't solidify. They lodge in the back. behind my tongue maybe. Somewhere at the point of hiding but   dinoflaghelates, protistas and what was that sea weed. I think about the San Luiz valley and I think about the mushrooms in cow shit. I think about the ticos and I think about the chiggers that are living in my legs. I itch. I coat myself with clear nail polish in hopes to suffocate the bugs that are living in my legs and I remember Marco. I remember Ecuador  and I think about my thoughts and what I am not supposed to be doing in this assignment. Thoughts. I wonder if I think in sentences I wonder what affect my slowish typing has on my stream of consciousness and I wonder if there is a way that typing speed can be measured in this study  so that so link some generalization of dorky 301 psyc students. green and the table in my kitchen makes me want to vomit. orange. What an absurd color. wish I wasn't in the united state. My greencard runs out in a few years wonder what I do. I hope Dr. Linder gets back in his lab because I really need to find out if he has funds to pay me. May have to go back to the library. Brainless job of nothingness that would make me wallow in the world of boredom which isn't entirely bad. Need to focus on school organics and such. Period. Two spaces after the period. Mistakes and I want to eat not hungry and I wonder how many people talk about food in there little computer ramblings  Feel open and Happy that I am not having to edit this. Type type I don't know what I am think Hannah Imi and Osdprey house. I remember when I went down to that . she had spiders on hurt wall pain all over the place and we painted clouds on the ceiling and the blue walls were so obnoxious. Carey. Sex sex sex. yeah. This is a strange assignment and Portonoy's complaint is ringing in my head. Eager to finish so that I can start for Whom the Bell Tolls and get on with it. Bio and Carbon atoms bonds and orbitals. Thinking  about the electron configuration that surrounds the last letter in my first name and I think that I must have been granted a full """"s"""" orbital  one up and one down. spinning on opposite directions and I am thinking about Scottish poetry about Mike in his kilt and about my guitar that I am slowly slowly slowly learning to play. I wonder what goes on in this study. I wonder if those happy little bored entertained grad students will scan words and I wonder how I can mess up this study? Random words like . don't know. ";"Me me me me me and I wish that some things were easier and I wish that I had been keeping my eye on the clock. Wondering how long I have been typing and wishing that I was finished because I need to find out if I have to / will work in the Botany lab again and all that . ILS Belly and the Flamenco. Bjork and Rozamond Cockrill kickin' it in Saratoga Springs. I hate Molly's cat and wish that it could be exchanged for a worthwhile ferret. Type type type. I have managed to waste over 20 minutes of time I think. Who knows. What If I was to write this out and it took 30 minutes to write and 15 minutes to type. Thinking about nothing and wishing that some financial aid would come my way. Need a job and a sprinkling of time. Time to go and sign outta here. trees "",""n"",""y"",""n"",""y"",""y"""
"1997_568848.txt,""I can't believe it!  It's really happening!  My pulse is racing like mad. So this is what it's like. now I finally know what it feels like. just a few more steps. I wonder if he is going to get any sleep tonight!?  I sure won't!  Well, of course I have a million deadlines to meet tomorrow so I'll be up late anyway. But OH! I'm so so excited!  Yes!  Yes!  I can't believe it is finally happening. Wait! Calm down. We aren't officially a couple yet. What if I end up not liking him?  That would be horrible. Oh great, I wonder how long it'll take me to finish those Calculus problems?  I'll get it done. Don't you always, Amy?  I can't believe Bob did it!  He really did it!  He is THE miracle worker. If things turn out all right I will owe him more than I can ever repay. I wonder what Steve is doing in Malaysia right now?  An entire month!  I'll likely clean out his refrigerator by then. Omigosh!  Food, lunch tomorrow, what will I ever say to him?  He is perfect in every way imaginable. It is so important for him to think of me the same way. well, maybe not Perfect, but certainly dynamic. Who would have ever thought!  Good things do indeed come to those who wait!  Oh, I'll have to remember to sign the poster he made tomorrow morning. I hope Steve's alarm clock is reliable and I don't oversleep. That would be tragic if I slept 'til noon and missed the lunch. Thank goodness Portia is coming along. I will definitely need her support as well as Bob's. just having her there will take away some of the tension and put me more at ease. I'll have to rehearse what I say beforehand. things can only get better from here, right? hopefully. oh, I'm so nervous!  He will be too. maybe even more so. it'll be ok. Why in the world do humans put themselves through such torture. maybe love is really worth it?    "",""y"",""n"",""y"",""y"",""n""";
"1997_688160.txt,""Well, here I go with the good old stream of consciousness assignment again. I feel like I'm back in freshman HS English class again. Not that that's a bad thing, mind you, but my English teacher freshman year made us do these assignments constantly, and mine were always completely ridiculous, like, """"wow, I'm really hungry. I wish I could go to Taco Bell. """"  They really had no point, except as busy work. In a psychology class, though, I can see the reasoning behind an assignment like this. Just letting my mind go free, and putting my random thoughts down in writing could be a big help in figuring out why I'm such a psychological screw-up. Well, that's not true. I don't want y'all getting the wrong idea about me, being that today was the first day of class and all. I'm really not a nut case. People may think I am, but really, I'm a normal kind of gal. Actually, down here in Texas, I guess I'm not normal. I don't like to eat biscuits and gravy for breakfast, and country fried steak with fried okra for dinner. I'm from Connecticut, and we don't even HAVE okra, much less worship it like it's some kind of vegetable goddess. My mind is starting to go blank--performance pressure I guess. I'm on the spot here--I don't want you all to be bored while you're reading this, if you ever do get around to reading this, that is. Well, I'm not going to stress just yet, so you're probably going to have to listen to some of my random, incoherent babbling for a few paragraphs. These computers are a big old pain in the ass. Here in the SMF, sure, they've got a bajillion computers, but unfortunately, we've got 42 bajillion students trying to use them, all at the same time. I think I'll be spending quite a few late, late nights in the computer center, just to get my stuff done. Yippee. That's what college is all about--late nights in the libraries. Yeah. Right. At this point, I don't even know what college is all about. I probably shouldn't say anything though, seeing as how I'm going to have to write another one of these thingys in a few days, where the topic is """"college""""  Blah, blah, blah. I can't believe I'm actually doing this assignment on the same day that is was assigned!  Go me!  Talk about dedication. I really can't believe this. In high school, procrastination was my middle name. No, it was my first name. By second semester, I have more free periods in a day than actual classes, so I didn't have to do a damn thing. It was great!  Unfortunately, because of that, I'm going to have to work that much harder here at UT, to get those studying skills back up to par. High School. Now that was a trip. When I was there, I couldn't wait to get out of there. I hated that school, that town, everything except my friends, of course. Then, my family moved, right after graduation, and I learned real quick that there were worse places to be than in my old town. At least back home I have my friends and my boyfriend and my piece of crap car, and I knew what there was to do. After I moved, I had no friends, no life, no car, no nothing. I worked all day. That's it. now, though, I'm ready for this whole college thing. Austin seems like a fun city, where I might actually enjoy spending the next four years. Oh yeah. While we're on the subject of """"four years,""""  why is it that all the professors & administrators that give speeches and stuff always make it sound like we'll be in college for like, 5 or 6 years?  I'm sorry, but I plan on graduating in 4 years. What's the problem here?  What are people doing, that they can't graduate in 4 years?  I just don't get it. no offense if any of y'all reading this took like 7 years to do your undergrad work. I'm not trying to knock you, just trying to figure this out. Well, it's 9:19, exactly 18 minutes after I started this nifty little piece of writing that makes no sense and has no point. I'm not really sure if I have fulfilled this assignment, like if I was supposed to analyze my personal stream of consciousness, where it took me, and what that means regarding my own personality. I guess if I had to, I could say that my mind works in mysterious ways, and even if the above essay seems to be illogically connected, to me, I can see the patterns. Yeah. I just went back & tried to read this over again, and I've got to give a suggestion. For these assignments, make the box we're writing in a box where you can see the whole line of writing at one time, without have to scroll across , because it's a real big pain for me, and I'm sure it's just as big a pain for you when you're trying to read it. Unless, of course, when you read it, you can see the whole line at once. I don't know, just a suggestion!  Thanks for taking the time to give us all the opportunity to get an easy 10 % of out final grade through these writing assignments! "",""y"",""n"",""y"",""n"",""y""";
"2004_373.txt,""Today has been so uneventful. I just accidentally pushed the finish button on this thing and I hadn't typed a thing. My roommate has her volume all the way up on her computer and is IMing people and it is quite annoying. *Bahhhring!* Ugh. I just watched this movie that I completely did not understand. I'm not sure exactly what was going on the whole time. Something about this guy who was really screwed up and then he killed his mom. But she wanted him to. Weird. I'm so tired right now, but I have an early 9 o'clock class. I have towels in the drier. I can't forget to take them out. They're pink and have my name monogramed on them in bright green. Cute. I think, anyways. I can't stop thinking about Ronnie. I hate being in a long distance relationship. I really do. I saw him just yesterday, and he is coming to visit again on Saturday, but it is still too much time in between. I just miss him so much. He means everything to me. He's my best friend. He's my boyfriend. He's everything. I feel like I don't talk to my mom as much as I should, but I really don't feel compelled. And when I do talk to her, she always thinks I am upset about something, but I'm not. I just don't have a lot to say. She is usually busy anyways. Any forty-one-year-old with a kid in college and a one and a half year old, and a live-in, senile grandmother generally has a lot on her plate. And my step-dad, not like he counts for anything. I can't stand the man. And she wonders why I was always miserable when I lived with her. He's such a jerk. But I don't have to live with him now. College life is so much different, but I think I will like it, aside from being away from Ronnie. I like being on my own and not having to worry about what every one else thinks all the time. Especially my step-dad. I do miss Ronnie though. Seeing him this weekend was so amazing. I had only been away from him for a week, but it seemed like an eternity longer, I guess because we had taken this huge leap in our lives, moving away and all. I still can't believe it. My life at home was always so monotomous. Get dressed, school, newspaper, home, dinner, Ronnie, home, computer, sleep. Day in, day out. Now all I do is homework, but still, it's a change (haha, like I ever did homework in high school!) I just realized that I can finally type without looking at the keys. I hadn't known that before. Of course, now that I notice this, I keep messing up, but I guess that's because I am concentrating too hard. I'm trying to teach my mom to type not in all capital letters all the time. That's so annoying. Of course, now she types in all lower case, but still that's a step up from reading EVERYTHING THAT LOOKS LIKE THIS, OVER AND OVER AND OVER AGAIN. Caps hurt my eyes and run together. Wow, this really is a random paper. I went to Baylor this weekend. I could never go to that school. They have chapel every morning at 8. Wow, that's early. And they have community bathrooms. And, their dorms are small. I like my dorm at Dobie. It's nice and spacious, for a dorm anyhow. A whole lot better than Jester. I would hate to live in that cramped little space. Gross. And their bathrooms are gross because ditzy little girls are always getting too drunk and puking everywhere. Oh, the life a sorority hopeful. How I envy puking all over the place in front of everyone. My suitemate puked this weekend because she got too drunk. I've never been drunk, don't plan on being that way. It just doesn't appeal to me. In the cafeteria they had corn nuggets. Ronnie and I were talking about those just the other day. They used to have them at Church's Chicken and we both loved them, but now they don't anymore. But they have them in the cafeteria! That's about the only decent thing they have. Unless you're into greasy casserole or soggy bagels. I for one am not. I am so sleepy, and I think I might go to bed early tonight. But I need to remember my towels in the dryer. I bet they'll turn the next person's laundry pink, but hopefully not. I've washed them before. I need to call Ronnie after I get done with this. I told him I'd call when Leslie left. Leslie's gone. I bet he is busy though. His classes began today. Oh, man. I miss him and talk about him way too much. Is that bad? I really think we can make it though. I mean, if the world is like it should, he and I will be together. We just will. Every time I look down at the beautiful ring on my finger, (on my RIGHT hand), I just know it'll be okay. But I do miss him. I transferred into Comm school today. Leslie says I am a Commie now, just like her. I guess this is something to be happy about. This is what I've wanted for a long time. Oh, my time is almost up. Wow, twenty minutes goes fast when you don't talk about anything but yourself. Shameless self-infatuation. "",""n"",""y"",""n"",""n"",""n""";
"2004_374.txt,"" I am so happy I can't really explain how I feel just that I am feeling great. I know the reasons why I am so happy I just feel like telling everyone that I am so happy and I just want to smile a lot. I would but other students would probably freak but then that's okay cause there is to many people here in Austin that I don't think anybody would even remember the girl that told them that she was so happy. Anyways I have had so many hard days these past days butI think that I am going to be okay. I don't know why people don't even talk to other people unless they know them. Today I actually realized that eventhough austin is a big university I can make others see me. Okay right now my feet hurt so much I did so much walking today just like the other days. The difference is that I got blissters on my feet and they really hurt but you probably don't want to know that. Anyways I think I have lost weight because my pants fit me loose from when I bought them. Which is good because I usually don't loose weight or gain it just stay the same. Oh if I misspell a word I am so sorry but its just that when I am happy I can't really concentrate on spelling. I'll try not to make so many mistakes. I have gone back and captalized all the I's that weren't captalized. Right about now I feel my brain fried of so much thinking. So I met someone that can become a destraction in my education or can be the best thing that ever happened to be but I can't say who he is. Besides that I am really happy I feel like a new nickel very shiny through the inside and on the outside as well. All this happiness is thanks to God because he has not forgotten me of left me to survive on my own. So thank you so much Jesus because without you I would not be were I am today and who I am. I know that this might make someone feel unconfortable but that is how I feel and what I am thinking so no offence to no one in any way. I so wonder if my mom will come this weekened that would be so great but if she doesn't it's okay cuase I have her in my heart and in a DVD that my sister made for her. So any time I want to hear my mom's voice I just have to see the video and there she is that makes me more happy. I wish I could describe this feeling and share it with every one but I can't. It's great! Anyways my minutes are almost up but after this I am going to do other homework and get things done for tommorrow. I usually start early on things and wake up early to get other stuff done that's the way to do it. One teacher told me that if I wanted to get more of my stuff done to get up early and do them.   "",""y"",""y"",""y"",""y"",""y""";
"2004_375.txt,""     I'm writing this assignment feeling kind of strange because I attempted it yesterdays on my st and my computer froze right when the timer said 19:59. very ironic. I feel very tired right now and really unmotivated. I have a lot to do and I don't feel like doing anything. I wish I could just go to sleep. I need a lot of attention from people these days and I'm just not getting it. matt took my car to san antonio to go to court and he apparently forgot to tell me about it. seems very convinient of him but whatever. he is acting weird, and different but he doesn't know or doesn't see what he's doing. it seems pointless for me to even get angry or bothered by it and I'm slowly beginning to not care. but that will be his loss because he will realize that he should be paying a little more attention to school, sleep, and me then to the things that he is focusing on. maybe I'm just overreacting though, because I seem to do that so well. I don't feel like being here, my head hurts, and I smell burnt popcorn in the hall way. I have a long day tomorrow and my last class is over at 5. I don't know what the day will have in store for me, hopefully I will be able to focus on my studies and not worry about all this other stuff that's bothering me. I need to realize that I can make myself happy and I don't need someone else to make me happy. I don't even know why I'm rambling on about this, its just always in my head I suppose. I hope I get a new car. my dad said I can maybe get something now from the money well get from the insurance. but who knows what kind of car he's going to get me. It will probably be something crappy like I have now. but I can't complain, something is definatly better than nothing, at least in this case. my economics book came in today. finally, becasue I was starting to stress that I was going to get too far behind. I really need to sit down with my books and my notes and try to really comprehend everything. even though I do try but I need more. I need to focus on doing that for all of my classes. but economics and chemistry are the main ones that I might have difficulty in. just because they are very mathy subjects. I might stay at the appartment tonight but I probably won't because I have such an early class tomorrow. well see what happens I suppose. I think matts court started already and he didn't even call me to let me know that he got to town safely. oh well, like I said I'm slowly starting not to care about all of these little things. that might be bad though because it might lead me to not care at all, about anything. it feels bad to feel like you're on the back burner, or that things have changed, though one person might like the change its not good unless both people involved agree with or like the change. I'm so tired right now I could easily go to bed and not wake up until tomorrow. but I can't do that because I have entirely too much work to do. tonight I want to get caught up with my psychology eradings, and I want to study my chemistry and continue to work on hw assignment number two. my roommate just went to heb to get nick a birthday cake. I hope all of that works out ok. if matts still not back ill probably stop by the study lounge to tell him happy birthday but I'm really not into all that socializing that everyone does. I'm usually either really wrapped up with my work or with matt. I don't know how good that is but it makes me happy and that is what counts to me. I just hope it counts to him. oh well. I met with my mentor group earlier. they're all really nice people and I hope I get to know them a lot better as the year progresses. its a pretty fun experience. this weekend should be fun. I'm going to meet up with my friend laura in san Marcos and go see some people that I haven't seen in a long time. I hope I can scrounge up something to wear, because I need to do laundry and I need to go shopping,  I have like no clothes anymore, I don't know what happened. my sister is complaining to me about me having her shirts so ill have to give her back her clothes if I see her this weekend. I hinestly don't feel like going home though. it gets too awkward for me. I don't know what but I don't really like it. I'd rather just stay here and study or like watch TV then go home and feel awkward with my family. I have so much to do and I'm starting to stess out and the semester has only begun. I can already see that college is going to be very hectic. I hope I can handle it alright. wow the time is up. "",""n"",""y"",""n"",""n"",""n""";
"2004_376.txt,""     So it is cold in my room it was like that last night too. I really have to go to the bathroom. wow I suck at typing I think it is because my fingers are cold. my feet are also cold too. I can hear the air conditioning blowing over my bed and my room. I'm so full right now-I just had lunch and it was good, but I was starving. Absolutely starting. I have this class today and I hope I don't fall asleep. I don't think I will because it is usually entertaining. I hope I am doing this right. Since I am typing, I am focusing on that and not on my main stream thoughts. I hope my friend Kacie is doing ok, she doesn't like her roommate and wants to transfer to Colorado where her brother goes to school. I can picture her sitting in her dorm all alone right now. Juliana is funny. we usually eat lunch together and it is fun. she is quiet and a lot of people might think she was a snob, but she isn't,just shy. TOnight I have a meeting to go to for 2 hours. that sucks. I wonder if my parents are going to come to UT this weekend. They said they might, but I'm going to the game on Saturday and I won't be in town on Sunday, so I guess we will see. Did I mention I have to pee?  I think I did. I took my ipod to class today, to biology, and listened to it on the way. It worked fine except I kind of felt like a snobby -conspicuous consumption- person while I was listening to my music. The white earpieces give it away. Everyone knows its an Ipod. I always am picturing the bus stop I walk past to get to class. how everyone is standing outside, waiting for the bus, the shadow of the trees' leaves on the ground in the hot August sun. Haha, I feel like I'm writing some romance novel or something. I have a lot of homework to do today, and I didn't do much last night. Now the refrigerator is making noises, but it always does. I think my roommate is at class. I haven't seen her at all today. I wonder what people downstairs are doing. this kid thought I was going to eat lunch with him because we just happened to leave the dorm at the same time to go to Kinsolving, but then I was meeting my friend. So I feel kind of bad, but he went on ahead too. Its not totally my fault. Some of my high school friends are out of school now. I have class till 5 then the NSC meeting till 7. blah. And I have a meeting tomorrow night, and a couple next week. This feels like high school again. I hope people will wait for me to go to dinner with them. Last night we went to jack in the box, and I hate fast food, so I got a salad. That's what I got when we went to Burger King last week, also. I would rahter eat at kinsolving then waste my Bevo Bucks there. Mmm. Thai food sounds good. My nutrition class is so boring. Today at lunch while I got my tacos and was fixing them, and while I got my fruit, I was thinking of my nutrition class and our teacher lecturing on and on. About fruits, vegetables, the servings we ned to have of each, that kind of of thing. I'm really tired all the sudden. My eyes are starting to close. I could take a nap before psych. But I probably won't. So I still have to pee. That's kind of gross and you won't want to know that but oh well. All my friends keep signing on to I'M but I can't talk to them because I am doing this. only 10 min. left! This reminds me of jogging on the treadmill at Gregory, with other sweating people watching Ellen or Regis and Kelly in the morning. I keep looking at the clock, praying the time will go faster so I will be done working out. Should I join crew? I might, my roommate is involved, and it would be a good way to work out, and it would be done so early in the morning. I just hesitate because I don't want to be exhausted all the time, which I could very well be. My friend James goes to OSU and he had a fro last year but he shaved it this summer. I like it better with the fro because he is a funny kid. I'm getting tired of this. I don't want Carpel Tunnel Syndrome or anything. I don't think I have actually ever typed for like 20 min at a time. the girl across the hall from me isn't very friendly. She is in my bio and chem classes and in my FIG also, but she seems kind of snobby and all like """"I'm too good to talk to you"""". I keep thinking of my friend from HS who is in the psych class too. I saw her as we walked out on Monday and  I was like oh, hey. I'm thinking about breaking out my Thin Mints that my mom sent me right now. I wanted a cookie at lunch but they had cake. And cookies are so good. FOr some reason Kerry just popped into my head. what should I do about that? Should I vote for him?  I think it was because we did a psych. survey yesterday about Bush and terrorism. My fridge stopped making noises but the a. C still is. My arms are starting to hurt. Am I going to die? This weekend my brother and his wife came in town from Boston for a wedding and we hung out with him. We went to Barton Springs, it was fun. After, we got some tacos at this place for lunch. It was good. I can see us in line at the restaurant (as a baby I called it a restoot) waiting to order, me looking around, deciding what to get, if I wanted the drinks that were really good, they taste just like a fruit. We got a cantolope one and it was so refreshing. I have the worst posture. I'm trying to sit up now. My friend kc has a yoga strap she uses to keep her sitting up straight. Owww. my arms really hurt now. oh band, I was in band last year and I remember marching and all those friends I had from band. One of my friends who is a senior now has to go to practice today. He just signed online. Wow, only 2 more minutes!  Someone is slamming doors in my hall and I can hear people talking. There are some really annoying sorority girls and frat boys in my hall and they think they are so cool. One girl has they shorts that say sexy on the butt, and she is also in one of my classes. I'm not a huge fan of her. wow, that's mean. me just rambling on about the people I don't like. Ok, almost there. I feel like I'm running a marathon. I ran this morning. I'm proud of myself for exercising so hopefully I won't gain the freshman 500000. Then you would have to roll me home. I can imagine, rolling myself home past the Buccees in Giddings, the Exxon station and the little Beaver (Buccee himself) on the Exxon sign. ok I'm done, ow my arms hurt. I'm such a wimp. Now my prof is going to read this out loud and I'm going to be mortified, sinking lower and lower in my seat. please don't read aloud! haha. I know that won't happen. ok bye. "",""n"",""y"",""y"",""y"",""n""";
"2004_377.txt,""What do I write about? That is a good question, but I guess I should write about writing, or think about thinking. The thoughts streaming through my head right now mainly consist of how fatigued I am at the moment. I have been running around all day doing errands for the actives, and I just want to sit and do nothing. I guess this is almost doing nothing except for the movement of my hands and the flow of my thoughts. Part of my relaxation method at the moment is coming through my ears in the form of some music. Jimmy Buffet is streaming through my computer waves and out into my room. I wish I were sleeping and I wish I did not have to report to the house in about 40 minutes because I just want to do nothing right now. I don't feel that physically tired but more mentally fatigued. I did not have much class today, so I got to sleep in, but I could still use some rest. Perhaps I need to get outside and exercise to increase my energy in the future. I just don't have much open time with pledgeship at the moment for anything but class. I have been in school here for about two weeks, and I think it is really quite a cool set up. You don't have to go to class if you don't want to, but it certainly crushes your grades with low attendence. Sometimes the lectures are really quite boring, but this is never the case in Psychology, only my other classes. The biggest adjustment I think from High school to college is the format of testing with only a few test grades determining your whole grade. One of my annoying friends just walked in the room and is tearing up my room by bouncing a basketball. That guy is such a mess and I was not serious about the annoying part because he is cool, but now he exited the room to go find something exciting to do as opposed to watching some guy sit in his room and type on his computer. Let's see here, it has been 11 minutes of streaming thoughts and this is pretty fun. It is even more fun that this is not graded on content since surely my dull writing is sure to bore any living human. I am trying to search for thoughts, but I just realized that defeats the purpose of the exercise because there should be no interruption, just natural thoughts. All of the jimmy buffet music is taking me away to the beach and """"margaritaville. """"  I wish I were on the beach right now instead of at school, but its not all that bad. We have our own semi- beach environment with the river and other stuff around Austin. But now my hands are kind of aching because I don't think I have ever typed this long without taking a break. I am certain that I wil have great stamina in my hands when I am through with all of the writing assignments, and if it does nothing else, atleast my typing speed should increase significantly. It is pretty quite around here as opposed to like last night or other days  because usually a lot of people are hanging out in our room or playing loud music. I like this serenity with just me, my computer, and jimmy. I look up at the clock and see I am at the eighteen minute mark, and only two more minutes. I feel like this is some type of race, like a time trial or a running race in which I have 20 minutes to run as far as possible and must finish strong. This writing is not so painful as I though because I was sure that I would just go braindead and have nothing to say. I do have a lot to say but it might not be the most earth shattering writing. Looks like I am  out of time.        "",""n"",""y"",""n"",""y"",""n""";
